3
#n sensorId localPort remotePort
1 	3306 	2553 	mysqld
1 	3306 	2145 	mysqld
1 	3306 	1831 	mysqld
1 	3306 	1478 	mysqld
1 	3306 	4984 	mysqld
1 	3306 	4347 	mysqld
1 	3306 	3625 	mysqld
1 	445 	3714 	smbd
1 	445 	3619 	smbd
1 	3306 	2580 	mysqld
1 	3306 	1658 	mysqld
1 	3306 	4970 	mysqld
1 	3306 	3670 	mysqld
1 	3306 	1671 	mysqld
1 	3306 	3414 	mysqld
1 	3306 	4871 	mysqld
1 	3306 	2783 	mysqld
1 	3306 	3669 	mysqld
1 	3306 	4971 	mysqld
1 	3306 	2408 	mysqld
1 	3306 	4041 	mysqld
1 	3306 	1881 	mysqld
1 	3306 	3348 	mysqld
1 	3306 	4133 	mysqld
1 	3306 	4761 	mysqld
1 	3306 	1938 	mysqld
1 	3306 	2709 	mysqld
1 	3306 	2969 	mysqld
1 	3306 	2027 	mysqld
1 	3306 	2232 	mysqld
1 	3306 	1652 	mysqld
1 	3306 	1800 	mysqld
1 	3306 	2391 	mysqld
1 	3306 	3929 	mysqld
1 	3306 	2518 	mysqld
1 	445 	1321 	smbd
1 	445 	1247 	smbd
1 	80 	3533 	httpd
1 	445 	2424 	smbd
1 	445 	2741 	smbd
1 	445 	2661 	smbd
1 	445 	4402 	smbd
1 	80 	4382 	httpd
1 	445 	1575 	smbd
1 	445 	1042 	smbd
1 	445 	4896 	smbd
1 	445 	1423 	smbd
1 	445 	1732 	smbd
1 	445 	2116 	smbd
1 	445 	2023 	smbd
1 	3306 	4064 	mysqld
1 	3306 	3589 	mysqld
1 	3306 	3122 	mysqld
1 	3306 	2847 	mysqld
1 	3306 	2379 	mysqld
1 	3306 	1941 	mysqld
1 	3306 	1453 	mysqld
1 	445 	3499 	smbd
1 	445 	3439 	smbd
1 	3306 	1036 	mysqld
1 	3306 	4235 	mysqld
1 	3306 	3295 	mysqld
1 	3306 	2133 	mysqld
1 	3306 	1294 	mysqld
1 	3306 	3998 	mysqld
1 	3306 	3326 	mysqld
1 	3306 	2187 	mysqld
1 	3306 	4843 	mysqld
1 	3306 	2952 	mysqld
1 	3306 	2135 	mysqld
1 	3306 	1115 	mysqld
1 	3306 	4341 	mysqld
1 	5060 	5115 	SipSession
1 	3306 	3017 	mysqld
1 	3306 	2443 	mysqld
1 	3306 	1637 	mysqld
1 	3306 	4608 	mysqld
1 	3306 	3910 	mysqld
1 	445 	13211 	smbd
1 	445 	18339 	smbd
1 	445 	1720 	smbd
1 	445 	1662 	smbd
1 	445 	31392 	smbd
1 	445 	31387 	smbd
1 	445 	3282 	smbd
1 	445 	3181 	smbd
1 	445 	1239 	smbd
1 	445 	1130 	smbd
1 	445 	2807 	smbd
1 	445 	2728 	smbd
1 	445 	49497 	smbd
1 	445 	49465 	smbd
1 	445 	2080 	smbd
1 	445 	1794 	smbd
1 	445 	3324 	smbd
1 	445 	3288 	smbd
1 	445 	3037 	smbd
1 	445 	1199 	smbd
1 	445 	1157 	smbd
1 	445 	55903 	smbd
1 	445 	55857 	smbd
1 	80 	46494 	httpd
1 	80 	58493 	httpd
1 	80 	54207 	httpd
1 	5060 	5072 	SipSession
1 	5060 	5060 	SipSession
1 	5060 	5066 	SipSession
1 	5060 	5125 	SipSession
1 	5060 	5243 	SipSession
1 	80 	40826 	httpd
1 	80 	42776 	httpd
1 	80 	38420 	httpd
1 	80 	45740 	httpd
1 	80 	38820 	httpd
1 	80 	60280 	httpd
1 	80 	43226 	httpd
1 	80 	56890 	httpd
1 	5060 	5066 	SipSession
1 	80 	34019 	httpd
1 	80 	39891 	httpd
1 	80 	40660 	httpd
1 	80 	55389 	httpd
1 	1433 	5001 	mssqld
1 	80 	52321 	httpd
1 	80 	41045 	httpd
1 	80 	50567 	httpd
1 	5060 	5084 	SipSession
1 	80 	1948 	httpd
1 	5060 	5064 	SipSession
1 	5060 	5108 	SipSession
1 	80 	37502 	httpd
1 	80 	47578 	httpd
1 	80 	52818 	httpd
1 	80 	49423 	httpd
1 	5060 	5280 	SipSession
1 	5060 	5064 	SipSession
1 	1433 	5053 	mssqld
1 	5060 	5060 	SipSession
1 	80 	37602 	httpd
1 	445 	54871 	smbd
1 	445 	54836 	smbd
1 	445 	62652 	smbd
1 	445 	58296 	smbd
1 	445 	5536 	smbd
1 	445 	5451 	smbd
1 	445 	3334 	smbd
1 	445 	3074 	smbd
1 	445 	5282 	smbd
1 	445 	5119 	smbd
1 	445 	5054 	smbd
1 	445 	4978 	smbd
1 	445 	50560 	smbd
1 	445 	1532 	smbd
1 	445 	1459 	smbd
1 	5060 	5146 	SipSession
1 	80 	33212 	httpd
1 	80 	43303 	httpd
1 	5060 	5218 	SipSession
1 	80 	39547 	httpd
1 	445 	52269 	smbd
1 	5060 	5082 	SipSession
1 	5060 	5217 	SipSession
1 	5060 	5100 	SipSession
1 	80 	51024 	httpd
1 	5060 	5062 	SipSession
1 	1433 	5017 	mssqld
1 	5060 	5525 	SipSession
1 	5060 	5318 	SipSession
1 	5060 	5216 	SipSession
1 	1433 	11796 	mssqld
1 	1433 	5353 	mssqld
1 	1433 	5033 	mssqld
1 	80 	59031 	httpd
1 	5060 	5151 	SipSession
1 	445 	2800 	smbd
1 	5060 	5061 	SipSession
1 	1433 	13757 	mssqld
1 	1433 	8881 	mssqld
1 	1433 	5304 	mssqld
1 	5060 	5167 	SipSession
1 	445 	3062 	smbd
1 	1433 	14104 	mssqld
1 	1433 	7151 	mssqld
1 	1433 	5269 	mssqld
1 	445 	59904 	smbd
1 	80 	65166 	httpd
1 	445 	65030 	smbd 
