3
#n sensorId localPort remotePort
2 	80 	36983 	httpd
2 	80 	63422 	httpd
2 	1433 	5206 	mssqld
2 	80 	50506 	httpd
2 	80 	53817 	httpd
2 	1433 	5158 	mssqld
2 	5060 	5065 	SipSession
2 	80 	52258 	httpd
2 	80 	42532 	httpd
2 	80 	56087 	httpd
2 	5060 	5060 	SipSession
2 	5060 	5060 	SipSession
2 	5060 	5071 	SipCall
2 	5060 	5071 	SipSession
2 	1433 	5716 	mssqld
2 	1433 	5088 	mssqld
2 	5060 	5060 	SipSession
2 	5060 	5127 	SipSession
2 	3306 	1122 	mysqld
2 	3306 	4817 	mysqld
2 	3306 	3302 	mysqld
2 	3306 	2557 	mysqld
2 	3306 	3977 	mysqld
2 	3306 	4428 	mysqld
2 	5060 	5354 	SipSession
2 	3306 	1746 	mysqld
2 	3306 	3665 	mysqld
2 	3306 	1648 	mysqld
2 	3306 	3895 	mysqld
2 	3306 	3445 	mysqld
2 	3306 	3299 	mysqld
2 	3306 	1437 	mysqld
2 	3306 	1362 	mysqld
2 	3306 	4290 	mysqld
2 	3306 	4352 	mysqld
2 	3306 	1549 	mysqld
2 	3306 	1091 	mysqld
2 	3306 	4395 	mysqld
2 	3306 	3859 	mysqld
2 	3306 	3282 	mysqld
2 	3306 	1124 	mysqld
2 	3306 	3515 	mysqld
2 	3306 	2832 	mysqld
2 	3306 	2291 	mysqld
2 	3306 	1902 	mysqld
2 	3306 	1251 	mysqld
2 	3306 	4612 	mysqld
2 	3306 	3984 	mysqld
2 	3306 	2484 	mysqld
2 	3306 	4870 	mysqld
2 	3306 	4464 	mysqld
2 	3306 	4241 	mysqld
2 	3306 	3971 	mysqld
2 	3306 	3749 	mysqld
2 	3306 	2207 	mysqld
2 	3306 	1913 	mysqld
2 	3306 	1658 	mysqld
2 	3306 	1278 	mysqld
2 	3306 	4097 	mysqld
2 	3306 	4797 	mysqld
2 	3306 	3141 	mysqld
2 	3306 	4864 	mysqld
2 	3306 	2364 	mysqld
2 	3306 	1453 	mysqld
2 	3306 	1824 	mysqld
2 	3306 	3395 	mysqld
2 	3306 	1974 	mysqld
2 	3306 	4409 	mysqld
2 	3306 	2325 	mysqld
2 	3306 	1734 	mysqld
2 	3306 	1759 	mysqld
2 	3306 	2800 	mysqld
2 	3306 	3824 	mysqld
2 	3306 	1261 	mysqld
2 	3306 	1624 	mysqld
2 	3306 	1405 	mysqld
2 	3306 	2699 	mysqld
2 	3306 	3330 	mysqld
2 	3306 	4369 	mysqld
2 	3306 	1942 	mysqld
2 	3306 	3595 	mysqld
2 	3306 	2009 	mysqld
2 	3306 	3213 	mysqld
2 	3306 	3542 	mysqld
2 	3306 	3041 	mysqld
2 	3306 	1387 	mysqld
2 	3306 	1078 	mysqld
2 	3306 	1167 	mysqld
2 	3306 	3934 	mysqld
2 	3306 	4138 	mysqld
2 	3306 	4343 	mysqld
2 	3306 	4233 	mysqld
2 	3306 	2974 	mysqld
2 	3306 	1735 	mysqld
2 	3306 	3110 	mysqld
2 	5060 	5069 	SipSession
2 	5060 	5169 	SipSession
2 	80 	54533 	httpd
2 	80 	51811 	httpd
2 	80 	51042 	httpd
2 	80 	54243 	httpd
2 	80 	45822 	httpd
2 	3306 	2294 	mysqld
2 	3306 	2260 	mysqld
2 	3306 	2226 	mysqld
2 	3306 	2158 	mysqld
2 	3306 	1662 	mysqld
2 	3306 	1587 	mysqld
2 	3306 	1529 	mysqld
2 	80 	39897 	httpd
2 	80 	50361 	httpd
2 	5060 	5158 	SipSession
2 	80 	40196 	httpd
2 	80 	42723 	httpd
2 	5060 	5220 	SipSession
2 	5060 	5070 	SipCall
2 	5060 	5070 	SipSession
2 	1433 	23765 	mssqld
2 	1433 	14296 	mssqld
2 	1433 	5253 	mssqld
2 	5060 	5062 	SipSession
